Item type,Authors,Title,Journal,Publication year,Issue,Date published,ISSN,Abstract,Keywords,Column1,_1,_2,_3,_4,_5
Journal Article,"苏阳,秦广启,廖秋明,Steen S,乔晨晖",热缺血时间对循环停止猪心供体冠状动脉内皮功能的影响,河南医学研究,2017,22,2017,1004-437X,"目的探究热缺血时间对循环停止猪心供体(DCD)冠状动脉内皮细胞功能的影响。方法将18头健康瑞典家猪随机分为对照组、热缺血30 min组、热缺血40 min组,每组6只。将对照组冠状动脉前降支远端血管截成血管环进行器官浴槽实验;另外两组采用腔静脉插管将循环血液排空建立失血DCD模型,将心脏遗留在胸腔内,分别在30 min和40 min后进行器官浴槽实验(方法同对照组)。比较3组内皮依赖性舒张功能(EDR)。结果对照组、热缺血30 min组和热缺血40 min组最大内皮依赖性舒张百分数(EDRmax)分别为(95.72±0.95)%、(95.09±0.85)%和(94.41±1.06)%,3组EDRmax比较,差异无统计学意义(P>0.05)。对照组、热缺血30 min组和热缺血40 min组P物质半最大效应浓度负对数(p EC50)分别为(6.53±0.07)%、(6.43±0.02)%和(6.38±0.04)%,3组p EC50比较,差异无统计学意义(P>0.05)。结论在实验条件下,热缺血30 min及40 min对猪循环停止猪心供体冠状动脉内皮细胞功能无显著影响。",循环停止供体;;热缺血;;内皮细胞;;心脏移植,,,,,,
Journal Article,孙煦勇,体外膜肺氧合用于尸体供器官保护的技术操作规范(2019版),器官移植,2019,4,2019,1674-7445,"为了进一步规范临床将体外膜肺氧合(ECMO)用于尸体供器官保护的技术操作,中华医学会器官移植学分会组织器官移植学专家从ECMO应用基本原则,ECMO在脑死亡器官捐献(DBD)、心脏死亡器官捐献(DCD)、脑-心双死亡器官捐献(DBCD)中的应用规范等方面,制订各类供体应用ECMO的技术规范。",体外膜肺氧合(ECMO);;器官移植;;器官捐献;;脑死亡器官捐献(DBD);;心脏死亡器官捐献(DCD);;脑-心双死亡器官捐献(DBCD),,,,,,
Journal Article,"臧旺福,夏求明,陈子道,姚志发",同种原位心脏移植—3例报告,哈尔滨医科大学学报,1996,6,1996,,１９９２年４月至１９９５年１１月我们为３例终末期心脏病患者成功地实施了原位心脏移植。前２例采用原位心脏移植的标准术式，第３例采用全心脏原位移植术，吻合时采用连续血管内膜外翻缝合。移植过程中供心保护采用经冠状静脉窦温血钾连续逆行灌注。术后患者恢复较好，无并发症，心功能Ⅰ级，均已回到原工作岗位。本文认为正确的手术方法，优良的心肌保护，早期发现急性排异反应和正确的处理，以及预防冠状动脉粥样硬化的一些措施都是提高移植后近、远期疗效的重要因素。,原位心脏移植术；温血逆行灌注；治疗,,,,,,
Journal Article,"陈焕伟,甄作均,苏树英,许卓明,计勇,吴敏",原位肝移植术后并发症的诊断和治疗,岭南现代临床外科,2001,1,2001,,"目的 总结7例原位肝移植术后并发症的诊治经验。方法 从1999年12月～2000年11月共施行原位肝移植7例。结果 全组存活5例,死亡2例。术后并发症包括:颅内出血、腹腔内出血、肺感染、胸腔积液、ARDS、急性排斥反应、高胆红素血症、下腔静脉狭窄等。结论 肝移植术后并发症较多;术中正确的手术操作,彻底细致的止血,术后凝血功能的调控,感染及肾功能不全的预防,高胆红素血症的对症处理,免疫抑制剂的合理使用等措施能有效地减少肝移植术后并发症的发生。",肝;;移植;;并发症;;术后管理,,,,,,
Journal Article,"王学浩,张峰,李相成,钱建民,孔连宝,黄祖瑚,徐鑫荣,傅诚章,刘存明,陈吉庆,何祚光,陆化,胡淑芳,林红军,李军,张浩,孙倍成",原位活体部分肝移植五例报告,中华器官移植杂志,2001,5,2001,0254-1785,"目的 总结活体肝移植的临床经验与教训。方法 对 5例原位活体部分肝移植的临床资料进行回顾性分析。结果 5名供者术后均顺利康复 ;5例患者手术顺利 ,4例原发病为肝豆状核变性者术后健康存活 ,现已分别存活 2 1周、15周、12周及 2周 ;1例肝癌患者移植术后 12d死于心律紊乱、心跳骤停 ;术后并发症以血管并发症、胆道并发症、细菌及病毒感染和肺部并发症为主。结论 原位活体部分肝移植手术过程复杂 ,技术要求高 ,难度大 ;具有其它类型肝移植无法比拟的优越性。",肝移植;;活体供者;;临床研究,,,,,,
Journal Article,"陈建锋,高毅,孙尔维,汪爽",大鼠异位心脏移植模型的改进,第一军医大学学报,2001,9,2001,1000-2588,目的 改进制作大鼠心脏移植模型的方法。方法 在陈忠华术式的基础上加以改进，用含肝素的冰生理盐水自下腔静脉直接灌注；采用腹腔异位移植方法，将供心主动脉和肺动脉分别与受者的腹主动脉和下腔静脉端侧吻合，以长哈巴狗夹代替两个弯血管夹。结果 72例大鼠心脏移植手术成功率提高到90%以上，手术时间缩短为70 min。 结论 采用作者所改进的方法能提高手术成功率，缩短手术时间。,心脏移植;;模型;;解剖学,,,,,,
Journal Article,"王学浩,张峰,李相成,钱建民,孔连宝,黄峻,黄祖瑚,张浩,李国强,成峰,王科,陆森",活体部分肝移植12例次临床报告,中华医学杂志,2002,7,2002,0376-2491,"目的 探讨总结活体原位部分肝移植技术的临床应用。方法 通过回顾性临床分析 ,总结 12例次 (11例 )活体原位部分肝移植的手术技术和体会、围手术期主要处理经验和并发症诊疗 ,并对活体肝移植的适应证、手术时机、外科并发症 ,以及感染、排斥、优点等相关临床问题进行探讨。结果 本组资料中 ,11例供体术后顺利康复 ,均未出现严重并发症 ;第 1例受体死亡 ,10例肝豆状核变性受体获得长期健康生存 ,现已分别存活 5 8周、5 1周、4 8周、38周、37周、36周、2 2周、18周、10周和 7周 ;目前 ,所有存活受体未发现明确免疫排斥 ;其肝功能、铜氧化酶水平均已恢复正常。其中 ,6例受体已经康复上学 ;2例康复出院 ;其余 2例在顺利康复中。术后主要并发症以血管并发症、胆道并发症、细菌及病毒感染和肺部并发症为主。结论 活体原位部分肝移植手术过程复杂 ,涉及供、受体双方安全 ,技术要求高 ,难度大。该技术具有供肝来源广泛、供肝质量高和费用相对较低等优点 ,有广阔的临床应用前景。",肝移植;;肝豆状核变性,,,,,,
Journal Article,"莫春柏,石炳毅,蔡明,钱叶勇,周文强,王燕",10-羟基喜树碱对异基因大鼠心脏移植物急性排斥反应的抑制作用,中华器官移植杂志,2002,6,2002,0254-1785,"目的 探讨 10 羟基喜树碱 (HCPT)对移植物急性排斥反应的免疫抑制作用。方法 以SD大鼠为供者 ,Wistar大鼠为受者 ,行大鼠同种异体异位心脏移植。用中药制剂 10 羟基喜树碱(HCPT)预防和治疗移植物急性排斥反应。结果 HCPT 1.0mg·kg-1·d-1组与对照组比较 ,移植物存活时间明显延长 (6.0 5d/ 11.45d ,P 2 41.6d) ,其中 3只大鼠于术后 60d停用HCPT ,移植心脏长期存活 ,超过 73 0d ,并经证实已形成免疫耐受。大鼠心脏移植物发生急性排斥反应时 ,HCPT 10 .0mg·kg-1·d-1能使排斥反应完全逆转 ,移植心脏功能完全恢复正常。较大剂量HCPT可导致轻微的胃肠道反应 ,但未观察到明显的肝、肾、心、脾、睾丸和造血系统损害。结论 HCPT对大鼠移植心脏急性排斥反应具有显著的抑制作用 ,且具有剂量相关性",心脏移植;;大鼠;;喜树碱,,,,,,
Journal Article,"陆轩,萧明第,李敬来",异种心脏移植急性血管排斥反应期动物模型的建立,上海实验动物科学,2003,3,2003,1004-8448,"为建立异种心脏移植急性血管排斥反应期动物模型,选择豚鼠和SD大鼠分别作为供体和受体。豚鼠升主动脉与大鼠腹主动脉端侧吻合,豚鼠主肺动脉与大鼠下腔静脉端侧吻合,受体鼠术前静脉注射眼睛蛇毒因子(CVF)60U/kg,术后腹腔注射CVF60U·kg-1·8h-1,抑制超急性排斥反应,另腹腔注射细胞免疫排斥反应抑制剂(FK506)0.25mg·kg-1·6h-1。结果显示:移植成功率88.9%(16/18),平均存活时间24.00±3.05h,病理学检查发现排斥心脏内广泛血栓形成,间质出血及炎症细胞浸润,部分心肌有局灶梗塞和凝固性坏死,符合急性血管排斥反应期的表现。该模型手术操作简单,不需显微镜,稳定可靠,是研究异种心脏移植急性血管排斥反应期较理想的动物模型。",异种移植;;心脏移植;;急性血管;;排斥反应,,,,,,
Journal Article,"张研,房学东,任辉,郑泽霖,杨华,钟艳萍",大鼠心脏停搏供体肝移植供肝活性的研究,中华实验外科杂志,2004,12,2004,1001-9030,"目的 比较不同类型的大鼠心脏停搏供体 (NHBD)肝移植中供肝的活性 ,探讨肝移植应用NHBD供肝的可行性。方法 应用氧气极谱法测定线粒体呼吸控制率 (RCR ) ;应用荧光法测定线粒体质子ATP酶活性 ;动脉血气分析 ;肝功检查 ;测定血清细胞因子白细胞介素 (IL) 1β ,IL 6和肿瘤坏死因子 (TNF) α作为应激标志物指标 ;肝组织形态学检测。结果 线粒体质子ATP酶活性与热缺血时间 (WIT)呈负相关 ;在KCL3 0组RCR值、ATP酶活性和PaO2 测定值显著高于OC3 0组 (P <0 .0 5 ) ;在心脏停搏 3 0min时 ,血清ALT及LDH值两组都显著增高 ,KCL60组ALT和LDH明显增高组间差异有统计学意义 (P <0 .0 5 )。结论 肝移植应用NHBD供肝是可行的 ,心跳缓慢停止的NHBD模型供肝活性明显优于心脏骤停NHBD。",肝脏;;移植;;供体,,,,,,
Journal Article,"杨新卫,李志英,郭林静,梁智星,任梅惠",心脏移植时供心的保护(附1例报告),山西医科大学学报,2004,6,2004,1007-6611,"目的 探讨同种异体心脏移植时供心的保护方法。方法 2 0 0 3- 0 9- 2 8为 1例扩张型心肌病患者行同种异体心脏移植术 ,分析总结本例供心保护过程。结果 手术顺利 ,心脏自动复跳 ,血流动力学稳定 ,术后心功能正常 ,患者现已健康生存近 1年。结论 用改良St·Thomas液 ,结合含血停跳液保护供心 ,可取得满意效果。",心脏移植;;供心保护;;病例报告,,,,,,
Journal Article,"高思海,李平,潘铁成,杨辰垣",大鼠颈部异位心脏移植模型的改进,中国医师杂志,2004,11,2004,1008-1372,"目的 探讨大鼠颈部心脏移植模型的改进和研究心脏移植排斥反应。方法 将Chen术式加以改进 ,采用供心主动脉与受体颈总动脉行端侧吻合 ,进行 40次大鼠颈部心脏移植。结果 新方法使供心总缺血时间缩短至 3 0min ,7d存活率提高到93 %。结论 改进的术式简单实用 ,存活率高 ,值得推广。",心脏移植;;异位移植;;大鼠,,,,,,
Journal Article,"于立新,叶俊生,邓文锋,徐健,付绍杰,叶桂荣,杜传福,王亦斌,刘小友,苗芸",腹部多器官联合移植的围手术期处理,第一军医大学学报,2005,2,2005,1000-2588,"目的总结腹部多器官联合移植的围手术期处理经验。方法我院自2001年10月至2005年1月共施行19例腹部多器官联合移植术,其中胰肾联合移植6例、肝肾联合移植12例、肝胰联合移植1例;分析手术方法、免疫抑制剂的使用和术后并发症处理的方法。结果19例患者手术均获成功,术后发生FK506中毒1例(5.3%),发生急性排斥反应3例(15.8%),消化道出血发生2例(10.5%),腹腔出血1例(5.3%),肺部感染1例(5.3%),经相应治疗后好转。结论腹部多器官联合移植成功的关键是作好供体选择、保证供器官质量、选择适当手术方式、术后合理应用免疫抑制剂以及有效防治术后并发症。",联合移植;;围手术期;;肝脏移植;;肾脏移植;;胰腺移植,,,,,,
Journal Article,"张晓刚,吕毅,王博,李晖,于良,刘昌,仵正,孟珂伟",改良协调性金黄地鼠到大鼠的异位腹腔异种心脏移植模型的建立,第四军医大学学报,2005,19,2005,1000-2790,"目的:建立一种改良的异位腹部异种心脏移植模型,解决模型建立中的技术问题.方法:利用袖套法和cuff套管法完成从金黄地鼠到大鼠的异种心脏移植模型.将供心的颈总动脉与受者左肾动脉进行袖套式吻合,将供心右肺动脉与受者左肾静脉利用套管法吻合.每日通过对受体进行左侧腹壁触诊完成对供心功能的评价.结果:共实施105例异位腹部异种心脏移植模型,95例成功.异种移植物生存期为移植后3~4 d,并且发生经典急性血管性排斥反应.结论:建立了一种简便、实用、稳定的用于研究协调性异种移植免疫排斥反应发生机制的动物模型.",异种心脏移植;;异位移植;;动物模型,,,,,,
Journal Article,何建宏,经升主动脉灌注的无心跳供体大鼠原位肝移植模型的建立,中国普通外科杂志,2005,7,2005,1005-6947,"目的探讨建立一个能灌注更彻底、更易操作、热缺血时间容易控制的原位肝移植动物模型。方法在Kamada两袖套法的基础上进行改良,供体经升主动脉进行冷灌注,肝上下腔静脉用缝合法吻合,门静脉和肝下下腔静脉用袖套法吻合,胆总管采用胆管内支架端端吻合的方法。建立无心跳供体的大鼠原位肝移植模型。结果40例移植后1d大鼠存活率为95.0%(38/40),1周存活率为85.5%(35/40)。结论经升主动脉灌注的供肝灌注更彻底、均匀,更易操作,热缺血时间控制更精准,行肝移植后1周存活率较文献报道高。","肝移植;;疾病模型,动物;;移植物存活",,,,,,
Journal Article,"刘振文,邹卫龙,朱晓丹,张向兰,陈新国,刘煜,李威,沈中阳",原位肝移植术后胆道铸型综合症的预防和处理,中华器官移植杂志,2005,4,2005,0254-1785,"目的探讨供肝切取过程中,门静脉灌注液对原位肝移植术后发生胆道铸型综合症的预防价值,以及胆道镜在临床处理胆道铸型综合症中的应用。方法回顾性分析2002年5月至2003年12月期间的137例原位肝移植患者术后胆道铸型综合症的发生情况;比较供肝门静脉灌注UW液(UW组;65例)和灌注HCA液+UW液(HCA+UW组;72例)患者胆道并发症的发生率。总结胆道镜在铸型综合症中的治疗和临床价值。结果137例肝移植受者中有17例(12.4%)在术后1-3个月发生胆道铸型综合症;UW组发生率为20.0%(13/65),HCA+UW组发生率为5.56% (4/72),两组比较,差异有统计学意义(P<0.05)。17例受者均经胆道镜成功取出胆道内铸型,预后良好。结论供肝切取过程中,门静脉灌注HCA液+UW液,能预防肝移植术后发生胆道铸型综合症。胆道镜可以有效地取出胆道内铸型。","肝移植;;手术后并发症;;灌注,局部",,,,,,
Journal Article,"钱叶勇,石炳毅,蔡明,杜国盛,宋继勇,金海龙,李州利,柏宏伟,常京元,王亚炜",肝肾联合移植及相关问题处理,解放军医学杂志,2006,11,2006,0577-7402,"目的探讨肝肾联合移植及其相关问题。方法对1例巨大的多囊肝、多囊肾患者和1例肝炎后肝硬化、肝癌合并肾功能衰竭患者实施一期肝肾联合移植。供体器官采用UW液原位灌注,快速切取。肝移植分别采用经典式或背驮式原位肝移植,肾移植采用常规方法。术后免疫抑制剂采用三联免疫方案。结果两例患者术后移植器官立即发挥功能。例1术后第2天发生急性肺损伤,第11天发生ARDS,经积极治疗后控制;例2肝、肾功能正常,未出现急性排斥反应和原发病复发等问题。结论肝肾联合移植是治疗肝肾终末期疾病的方法之一,完善的手术、严密的围手术期监测是肝肾联合移植成功的重要条件,肝肾联合移植手术可以取得良好的临床治疗效果,但在技术上较单纯的肝移植或肾移植要求更高、更复杂。",肝疾病;;肾功能衰竭;;肝移植;;肾移植,,,,,,
