id_number,title_ch,authors_ch,institutions,funding,journal,journal_issue,keywords_ch,abstract_ch
642,心脏死亡器官捐献边缘供肝肝移植三例临床分析,王传磊; 孙晓东; 邱伟; 石小举; 陈玉国; 吕国悦,吉林大学白求恩第一医院肝移植中心,NA,中华移植杂志(电子版); Chinese Journal of Transplantation(Electronic Edition),2015年03期,心脏死亡器官捐献; 边缘供肝; 肝移植,目的探讨心脏死亡器官捐献(DCD)边缘供肝应用的可行性。方法回顾性分析吉林大学白求恩第一医院肝移植中心2015年4月至5月施行的3例边缘供肝肝移植供、受者临床资料。结果 3例边缘供肝供者均为男性，包括61岁老年供者供肝1例，重度脂肪变性(肝细胞气球样脂肪变>65%)供肝1例，冷缺血时间延长(15.7 h)1例。均实施中国三类标准器官捐献。老年供肝肝移植受者术后肝功能恢复良好，未出现排斥反应。重度脂肪变性供肝肝移植受者术后肝功恢复差，术后1周因移植肝原发性无功能再次行肝移植。冷缺血时间延长供肝肝移植受者术后恢复顺利，术后10 d发生轻度急性排斥反应，将他克莫司由2.0 mg(2次/d)调整为2.5 mg(2次/d)，肝功能恢复良好。结论在综合评估供肝状况及合理匹配受者的前提下，边缘供肝能够安全使用，并能取得良好的临床效果。老年供肝可以匹配终末期肝病模型评分低的老年受者;冷缺血时间延长供肝可通过增加灌注次数以适当缓解术后肝功能恢复延迟情况;重度脂肪变性供肝仍应谨慎使用，要综合其他影响供肝的因素及受者状况来决定。
488,肾移植的随访体会,牛会清; 息金波; 张金山; 李宝龙; 董福强,京东中美医院; 北京清华大学第一附属医院; 解放军第一医院,NA,宁夏医学杂志; Ningxia Medical Journal,2011年02期,肾移植; 并发症; 存活率,目的总结肾移植临床经验，减少并发症，提高远期人、肾存活率。方法随访161例肾移植受者术后3-7年人、肾存活情况及并发症，分析术前、术中、术后并发症对移植受者人、肾存活率的影响。结果人、肾存活率88.75%和86.8%，主要并发症为高脂血症、高血压、慢性移植肾肾病、感染、排斥反应和移植肾功能延迟恢复(DGF)。结论良好术前准备、娴熟的手术技术、严格的术后管理，是手术成功、减少术后外科并发症的关键。
277,犬单肺移植的实验研究,王宏涛; 李曙东; 戴云; 文志广; 李伟,陕西省人民医院胸外科; 陕西省人民医院胸外科 西安710068; 西安710068,NA,陕西医学杂志; Shaanxi Medical Journal,2006年10期,肺移植; 移植，同种; 犬,目的通过犬单肺移植的实验研究，探索如何缩短热缺血时间和提高肺移植的吻合技术，预防手术并发症。方法12只犬，选体重接近者配对作为供受体进行单肺原位移植，对供体犬观察两种方法的热缺血时间;对受体犬进行血气分析，观察移植肺气体交换功能;死后进行解剖，观察各个吻合口的情况。结果6只犬肺移植手术顺利，无手术死亡，存活时间为48~168h，1例死于张力性气胸;只游离并阻断主肺动脉根部较常规方法热缺血时间缩短最少1min;移植肺气体交换功能正常。结论游离并阻断主肺动脉根部，可缩短热缺血时间;后壁折叠、前壁外翻的连续缝合法保证了肺动脉和左房袖吻合口光滑严密，无血栓和狭窄;在支气管两个软骨环间切断时，尽量多保留无软骨的气管壁，是防止支气管吻合口瘘和狭窄最有效的方法。
269,老年人原位心脏移植1例报告,赵金树; 黄国忠; 陈道中,莆田学院附属医院心胸外科; 福建医科大学附属协和医院心外科 福建莆田351100; 福建莆田351100; 福建福州350001,NA,莆田学院学报; Journal of Putian University,2006年02期,原位心脏移植; 免疫抑制; 围手术期,总结为1例62岁的终末期缺血性心肌病患者施行同种原位心脏移植手术的初步经验及体会。应用人源化单克隆抗体赛尼哌加环磷酰胺免疫诱导方案。维持治疗应用“环孢霉素A+强的松+骁悉”新三联疗法。移植手术后无并发症发生，心功能良好。结果表明，心脏移植是治疗终末期心脏病的有效方法。低肺血管阻力受体的选择，合理的免疫抑制治疗方案的应用，供心的保护及围手术期对肝肾功能的保护是心脏移植成功的关键。
470,肝肾联合移植的临床体会(附10例分析),华学锋; 张彤; 洪良庆; 张琪; 杨扬; 蔡常洁; 陆敏强; 陈规划,中山大学附属第三医院肝移植中心; 中山大学器官移植研究所广东省器官移植研究中心,国家重点基础研究发展规划项目(973分课题)(2009CB522404);国家自然科学基金资助项目(30972914);十一五科技攻关项目(2008ZX10002-025);广东省科技计划项目(2009A030200006);广州省科技计划项目重大专项(2007A032000001);广州市科技计划项目(200921Z1-E211),器官移植; Organ Transplantation,2010年05期,肝肾联合移植; 肝疾病; 肾衰竭; 肝肾综合征,目的总结肝肾联合移植的治疗体会。方法收集接受肝肾联合移植的10例患者的临床资料，对其手术时间、供肝和供肾热缺血时间、术中出血量、术后并发症，受者和移植物功能等情况进行总结分析。结果 10例患者的原发病分别为乙型病毒性肝炎(乙肝)后肝硬化5例，其中合并药物性肾衰竭1例、移植肾失功1例、肝肾综合征3例;原发性肝细胞癌合并肾衰竭2例;酒精性肝硬化合并尿毒症1例;先天性多囊肝和多囊肾(polycystic liver and kidney disease，PCLKD)1例;肝移植术后缺血性胆管狭窄并肾衰竭1例。肝移植采用改良背驮术式，肾移植采用常规移植方法，将移植肾置于左髂窝或右髂窝。手术均获成功，肝移植手术时间(444±175)min，肾移植手术时间(184±36)min;移植肝和移植肾热缺血时间为8min以内;术中出血量(3367±1726)ml。术前严重感染的5例，术后1周内死于多器官功能衰竭。存活的5例患者中，其中1例患者术后反复肺部感染，给予呼吸机辅助支持治疗、积极抗感染后治愈，其余4例患者无明显并发症。5例患者均存活，生存12~32个月，受者和移植物功能良好。结论肝肾联合移植是治疗终末期肝、肾功能同时受损的有效的不可替代的治疗手段。选择合适病例，把握适当的手术时机，术中控制手术时间、热缺血时间和出血量，术后积极处理并发症是获得良好疗效的关键。
527,丹参及冬虫夏草制剂在肾移植中应用的临床研究,吴雅冰; 李响; 张愚; 吴振起; 韩志友,北京中医药大学东直门医院泌尿外科; 解放军309医院泌尿外科; 首都医科大学佑安医院泌尿外科,NA,北京中医药大学学报(中医临床版); Journal of Beijing University of Traditional Chinese Medicine(Clinical Medicine),2013年05期,肾移植; 丹参; 百令胶囊; 存活率,目的总结112例肾移植手术的临床经验，观察丹参及冬虫夏草制剂在肾移植中的临床效果。方法回顾性分析了2003—2007年的112例同种异体肾移植患者的临床资料。将术后患者(脱落10例)随机分为治疗组56例、对照组46例，2组均常规服用免疫抑制剂，治疗组加用丹参及虫草制剂。观察人、肾1，3，5年存活率，术后排斥反应及并发症情况，患者死亡的主要原因，2组人、肾5年存活率及出现肾功能异常情况，并发慢性移植肾肾病(CAN)后的治疗情况。结果 112例中人、肾1，3，5年存活率(人、肾均存活)分别为96.4%，85.7%，74.1%。术后1例发生加速排斥反应，9例发生急性排斥反应，8例发生急性肾小管坏死，围手术期死亡人3例，1例出现外科并发症尿瘘。112例中术后失访6例，共死亡11例，除围手术期死亡3例外，其余8例均为带正常肾功能死亡。其中5例因恶性肿瘤死亡，占4.5%。人、肾5年存活率比较:治疗组56例中46例存活，存活率为82.1%，对照组46例中37例存活，存活率为80.4%，2组比较差异无统计学意义(P>0.05)。5年中治疗组56例中发生肾功能异常者9例，发生率为16.1%，对照组46例中发生肾功能异常者19例，发生率为41.3%，治疗组肾功能异常的发生率低于对照组(P<0.01)。2组患者术后因肾功能异常诊断为CAN者共28例。在免疫抑制剂减量或切换免疫抑制剂的同时采用丹参粉针静点治疗，连续2周静脉滴注，治疗前后血肌酐平均下降(84.3±24.5)μmol/L。结论在常规抗排异治疗的基础上加用丹参及冬虫夏草制剂对肾移植患
16,肺移植的动物实验研究,周仑; 陈椿; 金友松; 林培裘; 林若柏,福建医科大学附属协和医院; 胸外科!福州3500011; 麻醉科!福州3500011,福建省科技厅科研基金资助项目! (99-Z-15 ),福建医科大学学报; Journal of Fujian Medical University,2001年01期,动物，实验; 肺移植,目的　观察实验动物肺移植后肺功能等恢复情况。　方法　用犬及牛做左肺自体及异体移植各 4次。　结果　移植肺通气及换气功能正常 ，移植后动物恢复自主呼吸 ，能站立行走。　结论　本方法可供做动物的肺移植实验 ，为临床开展肺移植做准备
75,肝移植术后肺部感染的预防与对策,张霁; 段敏,第三军医大学西南医院; 第三军医大学西南医院 重庆 400038; 重庆 400038,NA,护士进修杂志; Journal of Nurses Training,2003年10期,肝移植; 肺部感染,<正> 目前肝脏移植作为一种临床治疗手段已日渐成熟。然而，肝移植术后肺部感染作为继排异反应后最常见的并发症，常直接或间接导致患者死亡。由于终末期肝病及肝移植手术本身所带来的复杂的病理生理变化，抗生素的滥用导致新的耐药菌株不断
641,手助腹腔镜与开放手术活体供肾切取术的临床研究,成柯; 刘炼; 王强; 李晨星; 赵于军; 张盛; 明英姿,中南大学湘雅三医院移植中心,NA,中华移植杂志(电子版); Chinese Journal of Transplantation(Electronic Edition),2014年04期,手助腹腔镜; 活体供肾; 肾移植,目的比较手助腹腔镜活体供肾切取术(HLDN)和开放手术活体供肾切取术(ODN)的临床疗效，观察术后受者移植肾近期存活情况。方法回顾性分析中南大学湘雅三医院移植中心2004年1月至2013年11月完成的341例亲属活体肾移植供、受者资料。根据供者手术方式的不同，将其分为HLDN组(103例)和ODN组(238例)。比较两组受者手术时长、切口长度、供肾热缺血时间、肾动脉长度、肾静脉长度、术中失血量、围手术期芬太尼用量、术后非甾体抗炎药(NSAIDs)用量和术后恢复劳动天数。术后48 h使用视觉模拟评分(VAS)法评估两组供者疼痛程度。术后随访供、受者恢复情况，并于术后7 d、1个月复查受者肾功能。连续变量采用t检验进行比较，分类变量采用Fisher确切概率法进行比较。结果 HLDN组和ODN组供者切口长度分别为(6.0±0.4)cm和(13.5±1.0)cm，术中失血量分别为(45±12)m L和(151±24)m L，差异均有统计学意义(t=73.56和42.56，P均<0.05)。两组手术时长、供肾热缺血时间、肾动脉长度、肾静脉长度相比，差异均无统计学意义(t=1.39，1.70，0.00和1.85，P均>0.05)。103例HLDN组供者中有102例顺利完成手术，1例主动中转开放，术后发生肺部感染1例，无术后切口感染及其他严重并发症。238例ODN组供者均成功完成手术，术后切口感染1例、脂肪液化2例，术后出血通过外科止血2例，无其他手术相关并发症。HLDN组和ODN组供者术后48 h VAS分别为(2.3±0.6)分和(3.9±0.9)分，围手术期芬太尼用量分别为(1.7±0.2)mg和(1.9±0.2)mg，术后NSAIDs用量分别为(22±33)mg和(47±42)mg，术后恢复劳动天数分别为(23±10)d和(44±15)d，差异均有统计学意义(t=16.52，8.48，5.37和13.00，P均<0.05)。两组供者术后7 d、1个月血清肌酐水平相比，差异均无统计学意义(t=1.76和0.00，P均>0.05)。术后HLDN组和ODN组受者各有1例发生移植物功能延迟恢复(DGF)，两组发生DGF比例差异无统计学意义(0.97%和0.42%，P=0.531)。ODN组1例受者因术后1个月移植肾动脉狭窄并栓塞而切除移植肾，1例因术后3个月肺部感染合并急性排斥反应而死亡;HLDN组受者术后6个月内无移植物丢失。术后6个月，HLDN组和ODN组受者移植肾存活率分别为100.00%和99.16%。结论 HLDN安全可靠，是一种可选择的供肾切取方式。
357,同种异体原位肝移植临床处理策略分析,甘险峰; 罗澜云; 杨训; 周晓辉; 张刚; 王俭,四川省人民医院肝胆外科; 四川省人民医院肝胆外科 四川成都610072; 四川成都610072,NA,实用医院临床杂志; Practical Journal of Clinical Medicine,2007年04期,同种异体; 肝移植; 处理策略,目的总结肝移植术临床经验。方法对7例肝移植患者采取快速切取和修整供肝、加强术中及术后处理策略。结果7例手术均成功，术后并发急性排斥1例、肺部感染3例、胆道感染2例、肝脓肿1例。结论完善的手术技术、正确的术后处理是提高肝移植围手术期生存率的关键。
56,小鼠异位心脏移植模型的建立,倪一鸣; 冯强; 梁宏立,浙江大学医学院附属第一医院心胸外科浙江省器官移植中心; 浙江大学医学院附属第一医院心胸外科浙江省器官移植中心 310003杭州; 310003杭州,浙江省自然科学研究基金资助项目 ( 4 910 10  N2 0 0 86 ),中华器官移植杂志; Chineae Journal of Organ Transplantation,2002年06期,心脏移植; 小鼠; 模型,目的　利用优良的小鼠品系 ，建立小鼠异位心脏移植模型 ，以优化实验条件 ，降低实验成本。方法　借鉴大鼠腹内心脏移植Ono术式 ，将NIH小鼠 40只随机分为供、受者 ，供者心脏的升主动脉和肺动脉分别与受者腹主动脉和下腔静脉行端侧吻合 ，成功地建立了小鼠异位心脏移植模型。结果　手术操作简便 ，技术可靠 ;小鼠异位心脏移植成功 16例 ，失败 4例 ，成功率达 80 %。结论　该模型的建立 ，为进一步进行移植及免疫学方面的研究奠定了良好的基础
